epoch,loss,mae,val_loss,val_mae
0,0.013076194562017918,0.0820932388305664,0.005069024860858917,0.04765789210796356
1,0.006473144516348839,0.057417552918195724,0.0037843568716198206,0.038674306124448776
2,0.005100110080093145,0.049722447991371155,0.003068076679483056,0.035278353840112686
3,0.0043046362698078156,0.04498624801635742,0.0028227930888533592,0.03374628350138664
4,0.003778211772441864,0.04164600744843483,0.002661240752786398,0.03353705629706383
5,0.0034339556004852057,0.03940145671367645,0.0024626662489026785,0.030696002766489983
6,0.0032007175032049417,0.037804827094078064,0.0023518605157732964,0.02984495460987091
7,0.0030890668276697397,0.03696950152516365,0.002415129914879799,0.030565248802304268
8,0.002994074486196041,0.03631600737571716,0.0025224031414836645,0.032195623964071274
9,0.0029687632340937853,0.03607836738228798,0.00228433427400887,0.0296180360019207
10,0.002928589703515172,0.035768039524555206,0.0022985630203038454,0.02978457510471344
11,0.002895890735089779,0.0355081707239151,0.0023114054929465055,0.030393581837415695
12,0.0028697592206299305,0.035331111401319504,0.0022622053511440754,0.02916070632636547
13,0.002819942543283105,0.03499520570039749,0.0021905414760112762,0.028372498229146004
14,0.0028213639743626118,0.03493356704711914,0.002151083666831255,0.028041508048772812
15,0.0027781312819570303,0.03468792885541916,0.0022719528060406446,0.029632141813635826
16,0.0027788556180894375,0.034627627581357956,0.002139939460903406,0.027618905529379845
17,0.002738536801189184,0.03441672772169113,0.0021297254133969545,0.02802526019513607
18,0.0027247939724475145,0.03424622118473053,0.0022540835198014975,0.02904585562646389
19,0.0027235024608671665,0.034224048256874084,0.002218920039013028,0.02898436412215233
20,0.0026912044268101454,0.034023597836494446,0.00213243393227458,0.027595242485404015
21,0.0026799668557941914,0.03393291309475899,0.002152244094759226,0.028383878991007805
22,0.002676823642104864,0.03395147621631622,0.0021897396072745323,0.02857457473874092
