epoch,loss,mae,val_loss,val_mae
0,0.015659529715776443,0.08669029921293259,0.004017810802906752,0.0416182205080986
1,0.012074747122824192,0.07311033457517624,0.003347593592479825,0.03688175603747368
2,0.011195508763194084,0.06891404092311859,0.0033297345507889986,0.03710172325372696
3,0.010695574805140495,0.06636040657758713,0.0031119193881750107,0.03723739832639694
4,0.010267458856105804,0.06434117257595062,0.002561710774898529,0.032718006521463394
5,0.009761417284607887,0.06199939176440239,0.0022677623201161623,0.029994890093803406
6,0.009565860964357853,0.06090879440307617,0.0021199784241616726,0.028252631425857544
7,0.009494432248175144,0.060376353561878204,0.002070141024887562,0.026845354586839676
8,0.009458115324378014,0.0600811168551445,0.002007605042308569,0.027339879423379898
9,0.009414025582373142,0.05981732904911041,0.001935450593009591,0.02664182335138321
10,0.009368890896439552,0.059397365897893906,0.001960674300789833,0.027308566495776176
11,0.00935560092329979,0.059312865138053894,0.0018931512022390962,0.025486597791314125
12,0.009333934634923935,0.05913066118955612,0.0019399340962991118,0.026228170841932297
13,0.009300896897912025,0.05887409299612045,0.0018676107283681631,0.02534061297774315
14,0.009272483177483082,0.05873703211545944,0.0018496158299967647,0.02539328671991825
15,0.009266514331102371,0.058584149926900864,0.0018002334982156754,0.024903692305088043
16,0.009248821064829826,0.058464646339416504,0.001849002088420093,0.02509477734565735
17,0.009250032715499401,0.05844602361321449,0.0017965706065297127,0.024470096454024315
18,0.009230080991983414,0.05832817777991295,0.001767577021382749,0.024289067834615707
19,0.009227694012224674,0.05826251953840256,0.0018299546791240573,0.02595464326441288
20,0.009199208579957485,0.058125562965869904,0.0017299490282312036,0.02335994690656662
21,0.009206178598105907,0.05810009315609932,0.001823675469495356,0.024849597364664078
22,0.009202850051224232,0.05808650329709053,0.0018926325719803572,0.02552429400384426
23,0.009205419570207596,0.05799727514386177,0.00181001506280154,0.024751771241426468
24,0.009189671836793423,0.05793391540646553,0.0017553436337038875,0.023700982332229614
25,0.009176190011203289,0.05782771855592728,0.0018089720979332924,0.024764657020568848
