epoch,loss,mae,val_loss,val_mae
0,0.017544368281960487,0.0938163548707962,0.004376712720841169,0.0424143448472023
1,0.013017059303820133,0.07729010283946991,0.003773423610255122,0.03968844562768936
2,0.01206797081977129,0.07275255769491196,0.0033679299522191286,0.03700793534517288
3,0.011532554402947426,0.0700346902012825,0.0037755563389509916,0.0408879779279232
4,0.011136085726320744,0.06812842935323715,0.003340624738484621,0.03817641735076904
5,0.010774200782179832,0.06632471829652786,0.003084914991632104,0.03606537729501724
6,0.010537179186940193,0.06522466242313385,0.002938574180006981,0.035279110074043274
7,0.01023336686193943,0.06381263583898544,0.0025577268097549677,0.03219158947467804
8,0.009932959452271461,0.06239829957485199,0.0024256552569568157,0.031234070658683777
9,0.009782948531210423,0.06163998693227768,0.0022889049723744392,0.029251523315906525
10,0.00967733096331358,0.06094393506646156,0.002240087604150176,0.029108218848705292
11,0.009640531614422798,0.060717057436704636,0.0021332239266484976,0.02810037136077881
12,0.009599607437849045,0.06038139760494232,0.002187899313867092,0.028425531461834908
13,0.009586873464286327,0.060199711471796036,0.002124954480677843,0.027904286980628967
14,0.009511938318610191,0.05982721969485283,0.002043767599388957,0.02646954357624054
15,0.009511221200227737,0.059708092361688614,0.0022139237262308598,0.03046613745391369
16,0.009498248808085918,0.05962032452225685,0.0020150584168732166,0.02705487050116062
17,0.009459275752305984,0.05935660004615784,0.0019423153717070818,0.026156023144721985
18,0.009434211999177933,0.05921931564807892,0.0020382956136018038,0.027067849412560463
19,0.009433948434889317,0.059181053191423416,0.0019495687447488308,0.025631234049797058
20,0.009410512633621693,0.05905736982822418,0.00186644506175071,0.025372864678502083
21,0.009409019723534584,0.05897983908653259,0.001940033514983952,0.02583572082221508
22,0.009395250119268894,0.058902885764837265,0.001848688698373735,0.024991881102323532
23,0.009393074549734592,0.05885403975844383,0.0018837498500943184,0.024946868419647217
24,0.009381972253322601,0.05877137929201126,0.0019943276420235634,0.025751205161213875
25,0.009377018548548222,0.05869661271572113,0.0018335084896534681,0.024773748591542244
26,0.00937062781304121,0.058670155704021454,0.001816314528696239,0.025063902139663696
27,0.009361371397972107,0.05858069285750389,0.00192595599219203,0.026827886700630188
28,0.009347382001578808,0.058535173535346985,0.0018820372642949224,0.024627672508358955
29,0.009346092119812965,0.05845138803124428,0.0019400502787902951,0.025523420423269272
30,0.009362313896417618,0.05854048952460289,0.0018601880874484777,0.024810384958982468
31,0.009336135350167751,0.058424629271030426,0.001793249393813312,0.02389519102871418
32,0.009338747709989548,0.05839917063713074,0.001803914550691843,0.024143995717167854
33,0.009332953952252865,0.058342013508081436,0.0018230313435196877,0.02482835203409195
34,0.009355174377560616,0.05847812443971634,0.0017820154316723347,0.02374323643743992
35,0.009323815815150738,0.058315206319093704,0.0017990086926147342,0.024634949862957
36,0.009321995079517365,0.05834488570690155,0.0018130983226001263,0.02431458607316017
37,0.009307382628321648,0.058245427906513214,0.0017474789638072252,0.023075290024280548
38,0.00931690726429224,0.05823223665356636,0.0018112611724063754,0.024098306894302368
39,0.009292378090322018,0.05814081057906151,0.0017702106852084398,0.023511389270424843
40,0.009288091212511063,0.05812400206923485,0.001747010974213481,0.02284129150211811
41,0.009304359555244446,0.058162469416856766,0.0017561896238476038,0.02345365099608898
42,0.009305737912654877,0.05808061733841896,0.0017937608063220978,0.02397250011563301
43,0.009296138770878315,0.05812158063054085,0.001744600827805698,0.022829925641417503
44,0.009307517670094967,0.058125898241996765,0.001757537480443716,0.023510735481977463
45,0.009316998533904552,0.05824005603790283,0.001741963904350996,0.023581838235259056
46,0.009296653792262077,0.05803951993584633,0.001801361795514822,0.023804040625691414
47,0.009273194707930088,0.05794954672455788,0.0017419098876416683,0.023555630818009377
48,0.009264578111469746,0.057941921055316925,0.0017587685724720359,0.023609304800629616
49,0.009279247373342514,0.05797082185745239,0.0017338304314762354,0.02307370863854885
