epoch,loss,mae,val_loss,val_mae
0,0.01541763823479414,0.08595496416091919,0.0033444175496697426,0.03918173909187317
1,0.011430803686380386,0.07017719000577927,0.003133949590846896,0.03735731542110443
2,0.010645431466400623,0.06614618003368378,0.00267237052321434,0.03504711017012596
3,0.010164784267544746,0.06363661587238312,0.0025309869088232517,0.03507992625236511
4,0.009814200922846794,0.061782851815223694,0.0022215924691408873,0.031435903161764145
5,0.009473231621086597,0.06024807319045067,0.0018680316861718893,0.02826145477592945
6,0.009116584435105324,0.05825114622712135,0.0018063080497086048,0.027782727032899857
7,0.009019632823765278,0.0575610026717186,0.001628950354643166,0.026194775477051735
8,0.008947070688009262,0.05710972845554352,0.001478381920605898,0.024397652596235275
9,0.00889429822564125,0.056691426783800125,0.001607477548532188,0.024609021842479706
10,0.008859100751578808,0.05645265802741051,0.0013763403985649347,0.022667929530143738
11,0.008832349441945553,0.05621372163295746,0.001498522935435176,0.023930033668875694
12,0.00881959032267332,0.05615406483411789,0.001412867335602641,0.023561622947454453
13,0.00876880157738924,0.05579545348882675,0.0014120022533461452,0.02280537225306034
14,0.00877519603818655,0.05578270182013512,0.0014704917557537556,0.023152466863393784
15,0.008767739869654179,0.055685944855213165,0.0013016824377700686,0.021017299965023994
16,0.008742386475205421,0.05544118955731392,0.001328797428868711,0.022070836275815964
17,0.008734946139156818,0.05541912093758583,0.0012750794412568212,0.021397380158305168
18,0.00876795593649149,0.055499181151390076,0.0013972048182040453,0.023007340729236603
19,0.008704577572643757,0.05520486459136009,0.0013442393392324448,0.021858783438801765
20,0.008720296435058117,0.055263180285692215,0.0012551459949463606,0.02144138142466545
21,0.008699689991772175,0.055106405168771744,0.001285505830310285,0.021558810025453568
22,0.008711538277566433,0.055123914033174515,0.0013095729518681765,0.021468838676810265
23,0.00875590369105339,0.05548320710659027,0.0012691679876297712,0.02151496708393097
24,0.008701368235051632,0.05506071448326111,0.0012546887155622244,0.020651323720812798
25,0.008676252327859402,0.05492980778217316,0.0012747662840411067,0.02070574089884758
26,0.00866774469614029,0.054883453994989395,0.0012984775239601731,0.021317128092050552
27,0.008686315268278122,0.05496127903461456,0.001253399415872991,0.021183865144848824
28,0.0086760763078928,0.054945554584264755,0.0012502017198130488,0.02087276242673397
29,0.008657170459628105,0.054734159260988235,0.0012046314077451825,0.020353078842163086
30,0.00867114681750536,0.054815780371427536,0.0012615391751751304,0.02123640477657318
31,0.008664773777127266,0.054715439677238464,0.001274255570024252,0.02181910164654255
32,0.008665572851896286,0.05478814244270325,0.0012150465045124292,0.02042209915816784
33,0.008653644472360611,0.05468323081731796,0.0012218444608151913,0.02069738134741783
34,0.0086300577968359,0.054600127041339874,0.0012252252781763673,0.02060863934457302
