epoch,loss,mae,val_loss,val_mae
0,0.037258632481098175,0.09419212490320206,0.004344417713582516,0.047715142369270325
1,0.027676451951265335,0.07810423523187637,0.004097317345440388,0.04336060956120491
2,0.02560371533036232,0.07346822321414948,0.0030135009437799454,0.03779025375843048
3,0.024396531283855438,0.07059464603662491,0.0029090242460370064,0.03824463486671448
4,0.02355974353849888,0.06873132288455963,0.0026297508738934994,0.03552176430821419
5,0.022986965253949165,0.067433200776577,0.0028299284167587757,0.035711418837308884
6,0.022458788007497787,0.06658454239368439,0.002437116578221321,0.03287682309746742
7,0.022339608520269394,0.06617925316095352,0.0024265246465802193,0.034193020313978195
8,0.022069556638598442,0.06540083140134811,0.002497367560863495,0.03507848083972931
9,0.02132871001958847,0.06384140998125076,0.0017889905720949173,0.028405800461769104
10,0.02109661139547825,0.06309738010168076,0.0022183849941939116,0.03219739720225334
11,0.021008001640439034,0.06263028830289841,0.0017035318305715919,0.026882492005825043
12,0.020860757678747177,0.06216852366924286,0.0017153348308056593,0.027773400768637657
13,0.02076956070959568,0.06191058084368706,0.0016090481076389551,0.026260841637849808
14,0.020764185115695,0.061681851744651794,0.00164154137019068,0.02682887762784958
15,0.020783817395567894,0.06157036870718002,0.0015984805068001151,0.026576019823551178
16,0.020681163296103477,0.061490029096603394,0.0018736330093815923,0.029013369232416153
17,0.020577896386384964,0.061302218586206436,0.0015181595226749778,0.025149445980787277
18,0.020545924082398415,0.0610436275601387,0.0015362412668764591,0.025626881048083305
19,0.020529942587018013,0.06097585707902908,0.0015069072833284736,0.025413893163204193
20,0.020495153963565826,0.06082713231444359,0.0016964676324278116,0.026858147233724594
21,0.020503614097833633,0.06081521511077881,0.0014768666587769985,0.025104163214564323
22,0.020483283326029778,0.0606655478477478,0.0015997393056750298,0.02556934766471386
23,0.020407624542713165,0.06060351803898811,0.0014567645266652107,0.02459895797073841
24,0.020460758358240128,0.06080170348286629,0.0015562106855213642,0.025637667626142502
25,0.02037404477596283,0.06047246605157852,0.001601656200364232,0.026312941685318947
26,0.02039542980492115,0.06041249260306358,0.0015223660739138722,0.02542678639292717
27,0.020562749356031418,0.060880448669195175,0.0018529400695115328,0.029432157054543495
28,0.02041446417570114,0.06049923971295357,0.0018946598283946514,0.028646469116210938
